festival_kr,festival,place,place_en,begin_date,end_date,contents,contents_en,organizer,organizer_en,host,host_en,sponsor,sponsor_en,phone,website,additional,address,address_old_style,latitude,longitude,updated,data_organization_code,data_organization,data_organization_en,address_en,address_old_en
휴애리 유럽 수국축제,Hueree European Hydrangea Festival,휴애리 자연생활공원,Hueree Natural Life Park,2023-07-15,2023-09-15,동물먹이주기체험 전통놀이체험,Animal feeding experience Traditional play experience,휴애리자연생활공원,Hueree Natural Life Park,휴애리자연생활공원,Hueree Natural Life Park,,#VALUE!,064-732-2114,hueree.com,,제주특별자치도 서귀포시 남원읍 신례동로 256,,33.30853475,126.6343808,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"256, Silryedong-ro, Namwon-eup, Seogwipo-si, Jeju-do",#VALUE!
상효원수목원 봉선화축제,Sanghyowon Arboretum Balsam Flower Festival,상효원수목원,Sanghyowon Arboretum,2023-07-29,2023-09-22,2014년 4월에 개원하여 운영하고 있는 제주도 서귀포시 돈내코 인근 중산간에 위치한 힐링 수목원 상효원에서 여름을 맞이하여 수국전시에 이어 산파첸스 축제가 열린다,"Sanghyowon, a healing arboretum located in the middle of the mountains near Donnaeko, Seogwipo-si, Jeju-do, which opened in April 2014, hosts a hydrangea exhibition followed by the Sanpachens Festival to welcome summer.",상효원수목원,Sanghyowon Arboretum,상효원수목원,Sanghyowon Arboretum,,#VALUE!,064-733-2200,www.sanghyowon.com/,,제주특별자치도 서귀포시 산록남로 2847-37,,33.30721676,126.5860085,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"2847-37, Sanroknam-ro, Seogwipo-si, Jeju-do",#VALUE!
2023제주애니아일랜드페스티벌,2023 Jeju Any Island Festival,서귀포시 문부공원 및 기적의 도서관,Seogwipo City Munbu Park and Miracle Library,2023-09-16,2023-09-16,캐릭터 전시·캐릭터 마켓·캐릭터 놀이터·나만의 모자 만들기 체험·다양한 공연·애니 상영회·캐릭터 페이스 페인팅,Character exhibition·Character market·Character playground·Make your own hat experience·Various performances·Animation screening·Character face painting,제주특별자치도 제주영상문화산업진흥원,Jeju Special Self-Governing Province Jeju Film Culture Industry Promotion Agency,제주특별자치도 제주영상문화산업진흥원,Jeju Special Self-Governing Province Jeju Film Culture Industry Promotion Agency,,#VALUE!,064-766-0707,naver.me/I5464pEC,,제주특별자치도 서귀포시 태평로537번길 40-9,,33.25398806,126.570696,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"40-9, Taepyeong-ro 537beon-gil, Seogwipo-si, Jeju-do",#VALUE!
제13회 산지천축제,13th Sanjicheon Festival,산지천 일원,Sanjicheon area,2023-09-08,2023-09-10,산지천 토크와 컨퍼런스·길트기·개막공연·문화예술공연·시니어모델 패션쇼·청소년 댄스 콘테스트·산지천 소망등 띄우기·산지천 물총파티·촘대 광어 낚시·RC보트 투어링·산지천 로드드로잉·산지천 전시회· 스탬프투어·어린이 장터 등,"Sanjicheon talk and conference, Giltgi, opening performance, cultural and artistic performance, senior model fashion show, youth dance contest, Sanjicheon wish lantern floating, Sanjicheon water gun party, flatfish fishing, RC boat touring, Sanjicheon road drawing, Sanjicheon exhibition, stamp tour, children's market, etc.",산지천축제위원회,Sanjicheon Festival Committee,건입동주민센터,Geonip-dong Community Center,,#VALUE!,064-728-4655,,,제주특별자치도 제주시 칠성로길 48,,33.5141394,126.5277892,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"48 Chilseong-ro-gil, Jeju-si, Jeju Special Self-Governing Province",#VALUE!
아트 트랙 제주 2023,Art Track Jeju 2023,제주 전역,All over Jeju,2023-09-01,2023-10-01,제주 전역을 전시장으로 한 제주를 여행하며 문화예술을 즐기는 아트 트랙 제주 2023,"Art Track Jeju 2023, where you can enjoy culture and art while traveling around Jeju, with the entire Jeju Island as an exhibition hall.",SPEEKER,SPEEKER,SPEEKER,SPEEKER,,#VALUE!,070-4367-6329,www.instagram.com/speeker_official,,제주특별자치도 제주시 애월읍 일주서로 6935,,,,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"6935 Iljuseo-ro, Aewol-eup, Jeju-si, Jeju-do",#VALUE!
제16회 제주해녀축제,16th Jeju Haenyeo Festival,해녀박물관 잔디광장,Haenyeo Museum Lawn Square,2023-09-23,2023-09-24,체험 및 홍보부스 운영·’즐거운 오후 2시’와 함께하는 해녀가족 노래자랑·지역문화공원,Experience and promotional booth operation · Haenyeo family singing contest with ‘Happy 2 PM’ · Local cultural park,제주해녀축제추진위원회,Jeju Haenyeo Festival Promotion Committee,제주해녀축제추진위원회,Jeju Haenyeo Festival Promotion Committee,,#VALUE!,064-711-7021,,,제주특별자치도 제주시 구좌읍 해녀박물관길 26,,33.52360988,126.863484,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"26 Haenyeo Museum-gil, Gujwa-eup, Jeju-si, Jeju-do",#VALUE!
휴애리 핑크뮬리축제,Hueree Pink Muhly Festival,휴애리 자연생활공원,Hueree Natural Life Park,2023-09-15,2023-11-15,흑돼지야놀자·동물먹이주기체험·야생화 자연 학습체험·청귤체험·감귤체험·전통놀이체험,"Let’s play with black pigs, animal feeding experience, wildflower nature learning experience, green tangerine experience, tangerine experience, traditional play experience",휴애리자연생활공원,Hueree Natural Life Park,휴애리자연생활공원,Hueree Natural Life Park,,#VALUE!,064-732-2114,hueree.com,,제주특별자치도 서귀포시 남원읍 신례동로 256,,33.30853475,126.6343808,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"256, Silryedong-ro, Namwon-eup, Seogwipo-si, Jeju-do",#VALUE!
2023 숲으로오라-찾아라초록 숲의 비밀,2023 Come to the Forest - Find the Secret of the Green Forest,제주한라도서관 일원,Jeju Halla Library area,2023-10-14,2023-10-14,어린이 환경수호대(3기)·숲속 보물찾기·업사이클 굿즈 만들기 등 다양한 체험 프로그램과 환경의 중요성을 직접 느낄 수 있는 교육 프로그램과 제주 설화 인형극·밤마실 극장 등 현장에서 참여할 수 있는 다양한 체험거리와 즐길거리가 마련된다,"Various experience programs such as children's environmental protection unit (3rd group), treasure hunting in the forest, upcycled goods making, educational programs that allow you to feel the importance of the environment, and various experiences and activities that can be participated in on-site, such as Jeju folk tale puppet show and Bammasil theater. is prepared",제주관광공사,Jeju Tourism Organization,제주특별자치도,Jeju Special Self-Governing Province,,#VALUE!,064-740-6000,www.instagram.com/jejuforest_ora/,,제주특별자치도 제주시 오남로 221,,33.4762839,126.5161965,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"221 Onam-ro, Jeju-si, Jeju Special Self-Governing Province",#VALUE!
신산 도채비 빛축제,Shinsan Dochaebi Light Festival,신산공원 일대,Shinsan Park area,2023-10-21,2023-11-19,제주 도심 속 휴식공간인 신산공원에서 가을밤 신비롭고 아름다운 빛이 켜진다. 어쩌면 기적처럼 소원이 이루어질지 모른다. 처음 만나는 도채비 빛 축제를 만나보자,"A mysterious and beautiful light comes on on an autumn night at Shinsan Park, a resting place in downtown Jeju. Maybe your wish will come true like a miracle. Let’s meet the Dochaebi Light Festival for the first time.",제주관광공사,Jeju Tourism Organization,제주특별자치도,Jeju Special Self-Governing Province,,#VALUE!,,www.instagram.com/jeju_sinsan,,제주특별자치도 제주시 신산로 82,,33.50548585,126.5347396,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"82 Sinsan-ro, Jeju-si, Jeju Special Self-Governing Province",#VALUE!
마노르블랑 핑크뮬리축제,Manor Blanc Pink Muhly Festival,마노르블랑,Manor Blanc,2023-09-15,2023-11-30,대한민국 핑크뮬리의 성지 마노르블랑에서 핑크뮬리축제의 향연이 시작된다.,"The Pink Muhly Festival begins at Manor Blanc, the mecca of pink muhly in Korea.",마노르블랑,Manor Blanc,마노르블랑,Manor Blanc,,#VALUE!,064-794-0999,manorblanc.modoo.at,,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,,33.25482364,126.2949866,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"46, Iljuseo-ro 2100beon-gil, Andeok-myeon, Seogwipo-si, Jeju-do",#VALUE!
제8회 고마로 마문화축제,8th Komaro Horse Culture Festival,고마로거리·신산공원,Gomaro Street and Shinsan Park,2023-10-13,2023-10-15,고마로가요제·거리퍼레이드·먹거리장터 및 체험부스 운영 등,"Gomaro Song Festival, street parade, food market and experience booth operation, etc.",고마로마문화축제위원회,Gomaroma Cultural Festival Committee,고마로마문화축제위원회,Gomaroma Cultural Festival Committee,제주특별자치도 제주특별자치도의회 제주특별자치도교육청 제주특별자치도 제주시 일도2동 주민센터 일도2동 각 자생단체 한국마사회제주지역본부,"Jeju Special Self-Governing Province, Jeju Special Self-Governing Province Council, Jeju Special Self-Governing Province Office of Education, Jeju-si, Jeju-do, Ildo 2-dong Community Center, Ildo 2-dong, each indigenous organization Korea Racing Authority Jeju Regional Headquarters",064-728-4442,,,제주특별자치도 제주시 신산로 82,,33.50548585,126.5347396,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"82 Sinsan-ro, Jeju-si, Jeju Special Self-Governing Province",#VALUE!
제주 광어대축제,Jeju Flatfish Festival,제주어류양식수협 특별행사부스,Jeju Fish Farming Cooperative Special Event Booth,2023-10-14,2023-10-22,광어를 소재로 한 국내 유일의 행사로써 제주 광어의 우수성과 안정성을 소개하고 홍보하는 축제이다.,"As the only event in Korea featuring flatfish, it is a festival that introduces and promotes the excellence and stability of Jeju flatfish.",제주광어대축제추진위원회,Jeju Flatfish Festival Promotion Committee,제주어류양식수협,Jeju Fish Farming Cooperative,,#VALUE!,064-766-7225,,,제주특별자치도 제주시 연삼로 166,,33.503977,126.5491571,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"166 Yeonsam-ro, Jeju-si, Jeju Special Self-Governing Province",#VALUE!
JEMI페스타,JEMI Festa,제주영상·문화산업진흥원 일대,Jeju Film and Culture Industry Promotion Agency area,2023-10-21,2023-10-22,제주의 JEMI있는 콘텐츠를 발굴하는 연구소 ’제주콘텐츠코리아랩’의 콘텐츠 기업을 만날 수 있는 ’JEMI페스타’가 개최된다. 이번 JEMI페스타에는 32개 팀의 도내 콘텐츠기업과 예비창업자들이 참여해 다양한 미션존·체험존·전시존이 운영된다.,"‘JEMI Festa’ will be held where you can meet content companies from ‘Jeju Content Korea Lab’, a research institute that discovers JEMI content in Jeju. In this JEMI Festa, 32 teams of content companies and prospective entrepreneurs from the province will participate and operate various mission zones, experience zones, and exhibition zones.",한국콘텐츠진흥원,Korea Creative Content Agency,제주특별자치도,Jeju Special Self-Governing Province,,#VALUE!,064-735-0617,jejuckl.kr/community/photo.htm?act=view&seq=580,,제주특별자치도 제주시 신산로 82,,33.50548585,126.5347396,2023-12-05,6500000,제주특별자치도,Jeju Special Self-Governing Province,"82 Sinsan-ro, Jeju-si, Jeju Special Self-Governing Province",#VALUE!
천령문화제,Cheonryeong Cultural Festival,함양상림공원일원,Hamyang Sanglim Park area,2023-05-05,2023-05-09,고유제+축하공연+버스킹공연+학술대회+야간 빛축제+문화예술단체 전시,Goyu Festival + Celebratory Performance + Busking Performance + Academic Competition + Night Light Festival + Culture and Arts Group Exhibition,천령문화제위원회,Cheonryeong Cultural Festival Committee,경상남도 함양군청,"Hamyang-gun Office, Gyeongsangnam-do",,#VALUE!,055-960-4510,,,,경상남도 함양군 함양읍 교산리 1047-2,35.52372642,127.7218597,2023-12-13,5460000,경상남도 함양군,"Hamyang-gun, Gyeongsangnam-do",#VALUE!,"1047-2, Gyosan-ri, Hamyang-eup, Hamyang-gun, Gyeongsangnam-do"
흥부제,Heungbuje,사랑의 광장 일원+아영면 성리 흥부묘+인월면,Love Square area + Ayeong-myeon Seongri Heungbumyo + Inwol-myeon,2023-10-07,2023-10-09,흥부마을터울림+다양한 공연 및 홍보 등,"Heungbu Village Ullim + various performances and promotions, etc.",흥부제전위원회,Heungbu Festival Committee,전라북도 남원시청,"Namwon City Hall, Jeollabuk-do",국립민속국악원,National Folk Music Center,063-620-5772,,,전라북도 남원시 양림길 12,전라북도 남원시 어현동 37-19,35.40248095,127.3861268,2023-12-04,4700000,전라북도 남원시,"Namwon-si, Jeollabuk-do","12 Yangnim-gil, Namwon-si, Jeollabuk-do","37-19 Eohyeon-dong, Namwon-si, Jeollabuk-do"
지리산 뱀사골 단풍제,Jirisan Baemsagol Maple Festival,산내면 부운리 지리산국립공원,"Jirisan National Park, Buun-ri, Sannae-myeon",2023-10-21,2023-10-21,"단풍제(산신제)+체험행사(단풍길 걷기, 보물찾기 등)+지리산 풍경 사진전+공연단 공연","Maple Festival (Mountain God Festival) + Experience events (walking on the maple road, treasure hunt, etc.) + Jirisan Mountain landscape photo exhibition + Performing troupe performance",산내면발전협의회,Sannae-myeon Development Council,전라북도 남원시 산내면,"Sannae-myeon, Namwon-si, Jeollabuk-do",전라북도 남원시청,"Namwon City Hall, Jeollabuk-do",063-620-4705,,,전라북도 남원시 산내면 와운길 10,전라북도 남원시 산내면 부운리 252,35.37179767,127.5791353,2023-12-04,4700000,전라북도 남원시,"Namwon-si, Jeollabuk-do","10 Waun-gil, Sannae-myeon, Namwon-si, Jeollabuk-do","252 Buun-ri, Sannae-myeon, Namwon-si, Jeollabuk-do"
백운계곡 뜬구름 축제,Baekun Valley Floating Cloud Festival,백운계곡 일대,Baekun Valley area,2022-04-30,2022-05-22,장작패기+무술체험+포천쿠키만들기+레트로포토존+뜬구름빵+행운쿠기체험 등,"Chopping firewood + martial arts experience + Pocheon cookie making + retro photo zone + floating cloud bread + lucky cookie experience, etc.",백운계곡상권활성화사업단+백운계곡상인협동조합,Baekun Valley Commercial Area Revitalization Project Group + Baekun Valley Merchants Cooperative,경기도시장상군진흥원,Gyeonggi Metropolitan Market Sanggun Promotion Agency,,#VALUE!,,,,경기도 포천시 이동면 포화로148,,38.07007473,127.4018616,2023-12-04,5600000,경기도 포천시,"Pocheon-si, Gyeonggi-do","148, Pohwa-ro, Idong-myeon, Pocheon-si, Gyeonggi-do",#VALUE!
억새꽃 축제,Silver Grass Flower Festival,산정호수+명성산 일대,Sanjeong Lake + Myeongseongsan Mountain area,2022-10-15,2022-11-20,작은버스킹+1년 후에 받는 편지 등,"Small busking + letter received after 1 year, etc.",경기도 포천시청+포천시문화재단,Gyeonggi-do Pocheon City Hall + Pocheon City Cultural Foundation,경기도 포천시청+포천시문화재단,Gyeonggi-do Pocheon City Hall + Pocheon City Cultural Foundation,경기도+경기관광공사,Gyeonggi Province + Gyeonggi Tourism Organization,,,,경기도 포천시 영북면 산정호수로411번길 89,,38.0688661,127.3221101,2023-12-04,5600000,경기도 포천시,"Pocheon-si, Gyeonggi-do","89, Sanjeonghosu-ro 411beon-gil, Yeongbuk-myeon, Pocheon-si, Gyeonggi-do",#VALUE!
포천 백운계곡 동장군 축제,Pocheon Baekun Valley Dongjanggun Festival,백운계곡 일대,Baekun Valley area,2022-12-24,2023-02-05,ICE BIG TREE 포토존+얼음조각작품 전시+튜브 눈썰매+송어얼음 낚시,ICE BIG TREE photo zone + ice sculpture exhibition + tube snow sled + trout ice fishing,동장군축제조직위원회,Dongjanggun Festival Organizing Committee,경기도 포천시청,"Pocheon City Hall, Gyeonggi-do",,#VALUE!,,,,경기도 포천시 이동면 화동로 2381,,38.0547745,127.383869,2023-12-04,5600000,경기도 포천시,"Pocheon-si, Gyeonggi-do","2381 Hwadong-ro, Idong-myeon, Pocheon-si, Gyeonggi-do",#VALUE!
도봉 과학축전,Dobong Science Festival,"도봉구청 로비, 아뜨리움, 대강당, 광장 등","Dobong-gu Office lobby, atrium, auditorium, square, etc.",2015-10-23,2015-10-28,과학 체험· 전시·교육·이벤트 마당 등,"Science experience, exhibition, education, event center, etc.",서울특별시 도봉구청,"Dobong-gu Office, Seoul",서울특별시 도봉구청,"Dobong-gu Office, Seoul",,#VALUE!,02-2091-2316,http://science.dobong.go.kr,,서울특별시 도봉구 마들로 656,,37.6686287,127.0470496,2018-05-01,3090000,서울특별시 도봉구,"Dobong-gu, Seoul","656 Madelo, Dobong-gu, Seoul",#VALUE!
